,xmin,ymin,xmax,ymax,label,file,width,height,annotation_file,image_file,cropped_image_file
789,359,27,384,58,with_mask,maksssksksss251,400,206,maksssksksss251.xml,maksssksksss251.png,maksssksksss251-789.png
790,368,3,389,22,with_mask,maksssksksss251,400,206,maksssksksss251.xml,maksssksksss251.png,maksssksksss251-790.png
791,327,61,354,90,with_mask,maksssksksss251,400,206,maksssksksss251.xml,maksssksksss251.png,maksssksksss251-791.png
792,381,162,400,206,with_mask,maksssksksss251,400,206,maksssksksss251.xml,maksssksksss251.png,maksssksksss251-792.png
793,109,65,213,161,with_mask,maksssksksss252,400,268,maksssksksss252.xml,maksssksksss252.png,maksssksksss252-793.png
794,118,41,161,91,with_mask,maksssksksss253,400,300,maksssksksss253.xml,maksssksksss253.png,maksssksksss253-794.png
795,191,76,208,96,with_mask,maksssksksss253,400,300,maksssksksss253.xml,maksssksksss253.png,maksssksksss253-795.png
796,174,125,203,156,with_mask,maksssksksss253,400,300,maksssksksss253.xml,maksssksksss253.png,maksssksksss253-796.png
797,209,124,237,151,with_mask,maksssksksss253,400,300,maksssksksss253.xml,maksssksksss253.png,maksssksksss253-797.png
798,194,181,233,216,with_mask,maksssksksss253,400,300,maksssksksss253.xml,maksssksksss253.png,maksssksksss253-798.png
799,287,144,327,179,mask_incorrectly_worn,maksssksksss253,400,300,maksssksksss253.xml,maksssksksss253.png,maksssksksss253-799.png
800,226,86,238,98,without_mask,maksssksksss253,400,300,maksssksksss253.xml,maksssksksss253.png,maksssksksss253-800.png
801,155,83,172,103,without_mask,maksssksksss253,400,300,maksssksksss253.xml,maksssksksss253.png,maksssksksss253-801.png
802,32,57,49,89,without_mask,maksssksksss253,400,300,maksssksksss253.xml,maksssksksss253.png,maksssksksss253-802.png
803,385,77,400,93,without_mask,maksssksksss253,400,300,maksssksksss253.xml,maksssksksss253.png,maksssksksss253-803.png
804,17,42,55,85,without_mask,maksssksksss254,400,217,maksssksksss254.xml,maksssksksss254.png,maksssksksss254-804.png
805,62,91,111,140,with_mask,maksssksksss254,400,217,maksssksksss254.xml,maksssksksss254.png,maksssksksss254-805.png
806,167,55,238,133,with_mask,maksssksksss254,400,217,maksssksksss254.xml,maksssksksss254.png,maksssksksss254-806.png
807,318,50,376,113,with_mask,maksssksksss254,400,217,maksssksksss254.xml,maksssksksss254.png,maksssksksss254-807.png
808,295,71,314,96,with_mask,maksssksksss254,400,217,maksssksksss254.xml,maksssksksss254.png,maksssksksss254-808.png
809,374,39,394,70,without_mask,maksssksksss254,400,217,maksssksksss254.xml,maksssksksss254.png,maksssksksss254-809.png
810,130,63,152,85,with_mask,maksssksksss254,400,217,maksssksksss254.xml,maksssksksss254.png,maksssksksss254-810.png
811,1,77,8,83,with_mask,maksssksksss255,400,225,maksssksksss255.xml,maksssksksss255.png,maksssksksss255-811.png
812,43,82,51,89,with_mask,maksssksksss255,400,225,maksssksksss255.xml,maksssksksss255.png,maksssksksss255-812.png
813,7,95,22,110,with_mask,maksssksksss255,400,225,maksssksksss255.xml,maksssksksss255.png,maksssksksss255-813.png
814,33,115,45,130,with_mask,maksssksksss255,400,225,maksssksksss255.xml,maksssksksss255.png,maksssksksss255-814.png
815,73,89,94,111,with_mask,maksssksksss255,400,225,maksssksksss255.xml,maksssksksss255.png,maksssksksss255-815.png
816,88,78,97,90,with_mask,maksssksksss255,400,225,maksssksksss255.xml,maksssksksss255.png,maksssksksss255-816.png
817,100,73,108,82,with_mask,maksssksksss255,400,225,maksssksksss255.xml,maksssksksss255.png,maksssksksss255-817.png
818,128,78,133,84,with_mask,maksssksksss255,400,225,maksssksksss255.xml,maksssksksss255.png,maksssksksss255-818.png
819,117,85,124,93,with_mask,maksssksksss255,400,225,maksssksksss255.xml,maksssksksss255.png,maksssksksss255-819.png
820,122,99,136,115,with_mask,maksssksksss255,400,225,maksssksksss255.xml,maksssksksss255.png,maksssksksss255-820.png
821,138,93,146,105,with_mask,maksssksksss255,400,225,maksssksksss255.xml,maksssksksss255.png,maksssksksss255-821.png
822,149,91,172,113,with_mask,maksssksksss255,400,225,maksssksksss255.xml,maksssksksss255.png,maksssksksss255-822.png
823,169,127,195,157,with_mask,maksssksksss255,400,225,maksssksksss255.xml,maksssksksss255.png,maksssksksss255-823.png
824,176,84,181,89,mask_incorrectly_worn,maksssksksss255,400,225,maksssksksss255.xml,maksssksksss255.png,maksssksksss255-824.png
825,234,99,244,114,with_mask,maksssksksss255,400,225,maksssksksss255.xml,maksssksksss255.png,maksssksksss255-825.png
826,254,87,262,97,with_mask,maksssksksss255,400,225,maksssksksss255.xml,maksssksksss255.png,maksssksksss255-826.png
827,269,105,283,121,with_mask,maksssksksss255,400,225,maksssksksss255.xml,maksssksksss255.png,maksssksksss255-827.png
828,308,112,372,181,with_mask,maksssksksss255,400,225,maksssksksss255.xml,maksssksksss255.png,maksssksksss255-828.png
829,365,153,389,182,with_mask,maksssksksss255,400,225,maksssksksss255.xml,maksssksksss255.png,maksssksksss255-829.png
830,44,47,60,66,with_mask,maksssksksss256,400,268,maksssksksss256.xml,maksssksksss256.png,maksssksksss256-830.png
831,89,50,109,70,with_mask,maksssksksss256,400,268,maksssksksss256.xml,maksssksksss256.png,maksssksksss256-831.png
832,128,58,144,73,with_mask,maksssksksss256,400,268,maksssksksss256.xml,maksssksksss256.png,maksssksksss256-832.png
833,162,21,185,47,with_mask,maksssksksss256,400,268,maksssksksss256.xml,maksssksksss256.png,maksssksksss256-833.png
834,189,40,202,53,with_mask,maksssksksss256,400,268,maksssksksss256.xml,maksssksksss256.png,maksssksksss256-834.png
835,215,39,235,59,with_mask,maksssksksss256,400,268,maksssksksss256.xml,maksssksksss256.png,maksssksksss256-835.png
836,244,90,262,110,with_mask,maksssksksss256,400,268,maksssksksss256.xml,maksssksksss256.png,maksssksksss256-836.png
837,265,32,285,52,with_mask,maksssksksss256,400,268,maksssksksss256.xml,maksssksksss256.png,maksssksksss256-837.png
838,299,47,318,68,with_mask,maksssksksss256,400,268,maksssksksss256.xml,maksssksksss256.png,maksssksksss256-838.png
839,329,55,342,70,with_mask,maksssksksss256,400,268,maksssksksss256.xml,maksssksksss256.png,maksssksksss256-839.png
840,344,55,361,71,with_mask,maksssksksss256,400,268,maksssksksss256.xml,maksssksksss256.png,maksssksksss256-840.png
841,357,44,367,55,with_mask,maksssksksss256,400,268,maksssksksss256.xml,maksssksksss256.png,maksssksksss256-841.png
842,380,32,400,54,with_mask,maksssksksss256,400,268,maksssksksss256.xml,maksssksksss256.png,maksssksksss256-842.png
843,4,106,42,163,with_mask,maksssksksss257,400,267,maksssksksss257.xml,maksssksksss257.png,maksssksksss257-843.png
844,41,114,88,163,with_mask,maksssksksss257,400,267,maksssksksss257.xml,maksssksksss257.png,maksssksksss257-844.png
845,101,95,143,146,with_mask,maksssksksss257,400,267,maksssksksss257.xml,maksssksksss257.png,maksssksksss257-845.png
846,102,17,144,58,with_mask,maksssksksss257,400,267,maksssksksss257.xml,maksssksksss257.png,maksssksksss257-846.png
847,24,23,61,56,without_mask,maksssksksss257,400,267,maksssksksss257.xml,maksssksksss257.png,maksssksksss257-847.png
848,193,44,232,95,with_mask,maksssksksss257,400,267,maksssksksss257.xml,maksssksksss257.png,maksssksksss257-848.png
849,362,89,399,142,with_mask,maksssksksss257,400,267,maksssksksss257.xml,maksssksksss257.png,maksssksksss257-849.png
850,342,34,379,71,with_mask,maksssksksss257,400,267,maksssksksss257.xml,maksssksksss257.png,maksssksksss257-850.png
851,133,43,194,108,mask_incorrectly_worn,maksssksksss258,280,400,maksssksksss258.xml,maksssksksss258.png,maksssksksss258-851.png
852,68,213,144,306,with_mask,maksssksksss259,301,400,maksssksksss259.xml,maksssksksss259.png,maksssksksss259-852.png
853,73,87,174,206,with_mask,maksssksksss26,400,400,maksssksksss26.xml,maksssksksss26.png,maksssksksss26-853.png
854,245,152,327,239,with_mask,maksssksksss26,400,400,maksssksksss26.xml,maksssksksss26.png,maksssksksss26-854.png
855,24,236,49,262,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-855.png
856,77,236,100,262,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-856.png
857,122,245,144,270,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-857.png
858,189,258,216,284,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-858.png
859,306,220,331,242,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-859.png
860,371,244,393,259,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-860.png
861,255,187,278,210,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-861.png
862,331,144,350,162,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-862.png
863,386,162,399,181,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-863.png
864,281,144,296,160,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-864.png
865,207,194,229,215,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-865.png
866,153,184,175,205,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-866.png
867,85,166,97,189,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-867.png
868,65,161,87,185,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-868.png
869,39,161,59,183,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-869.png
870,1,153,11,175,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-870.png
871,1,112,17,125,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-871.png
872,44,109,62,127,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-872.png
873,98,121,114,138,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-873.png
874,129,118,147,136,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-874.png
875,178,136,199,154,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-875.png
876,219,140,239,158,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-876.png
877,378,98,395,116,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-877.png
878,321,87,332,105,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-878.png
879,282,83,298,102,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-879.png
880,252,85,270,99,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-880.png
881,208,67,224,85,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-881.png
882,187,69,201,87,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-882.png
883,143,56,157,74,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-883.png
884,111,62,124,78,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-884.png
885,66,54,79,70,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-885.png
886,27,52,43,71,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-886.png
887,1,50,16,67,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-887.png
888,2,23,14,37,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-888.png
889,43,25,52,39,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-889.png
890,77,35,90,51,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-890.png
891,128,36,140,53,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-891.png
892,189,28,200,45,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-892.png
893,223,37,237,55,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-893.png
894,272,46,286,64,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-894.png
895,308,39,324,58,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-895.png
896,354,50,368,67,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-896.png
897,390,55,400,73,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-897.png
898,321,12,333,26,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-898.png
899,290,14,304,29,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-899.png
900,251,11,264,28,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-900.png
901,235,1,245,13,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-901.png
902,200,11,213,25,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-902.png
903,173,13,186,25,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-903.png
904,146,8,159,22,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-904.png
905,110,3,125,17,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-905.png
906,66,11,76,22,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-906.png
907,40,1,50,15,with_mask,maksssksksss260,400,300,maksssksksss260.xml,maksssksksss260.png,maksssksksss260-907.png
908,36,149,69,181,with_mask,maksssksksss261,316,400,maksssksksss261.xml,maksssksksss261.png,maksssksksss261-908.png
909,207,64,239,99,with_mask,maksssksksss261,316,400,maksssksksss261.xml,maksssksksss261.png,maksssksksss261-909.png
910,213,234,259,277,with_mask,maksssksksss261,316,400,maksssksksss261.xml,maksssksksss261.png,maksssksksss261-910.png
911,125,156,159,194,without_mask,maksssksksss261,316,400,maksssksksss261.xml,maksssksksss261.png,maksssksksss261-911.png
912,137,100,172,135,without_mask,maksssksksss261,316,400,maksssksksss261.xml,maksssksksss261.png,maksssksksss261-912.png
913,136,25,166,46,without_mask,maksssksksss261,316,400,maksssksksss261.xml,maksssksksss261.png,maksssksksss261-913.png
914,151,179,260,316,with_mask,maksssksksss262,301,400,maksssksksss262.xml,maksssksksss262.png,maksssksksss262-914.png
915,50,167,87,207,without_mask,maksssksksss263,400,278,maksssksksss263.xml,maksssksksss263.png,maksssksksss263-915.png
916,164,124,216,185,with_mask,maksssksksss263,400,278,maksssksksss263.xml,maksssksksss263.png,maksssksksss263-916.png
917,305,122,362,187,with_mask,maksssksksss263,400,278,maksssksksss263.xml,maksssksksss263.png,maksssksksss263-917.png
918,21,54,90,119,with_mask,maksssksksss264,400,267,maksssksksss264.xml,maksssksksss264.png,maksssksksss264-918.png
919,165,18,194,47,with_mask,maksssksksss264,400,267,maksssksksss264.xml,maksssksksss264.png,maksssksksss264-919.png
920,145,89,195,139,with_mask,maksssksksss264,400,267,maksssksksss264.xml,maksssksksss264.png,maksssksksss264-920.png
921,110,218,233,267,with_mask,maksssksksss264,400,267,maksssksksss264.xml,maksssksksss264.png,maksssksksss264-921.png
922,275,88,320,136,with_mask,maksssksksss264,400,267,maksssksksss264.xml,maksssksksss264.png,maksssksksss264-922.png
923,244,18,274,48,with_mask,maksssksksss264,400,267,maksssksksss264.xml,maksssksksss264.png,maksssksksss264-923.png
924,338,12,374,48,with_mask,maksssksksss264,400,267,maksssksksss264.xml,maksssksksss264.png,maksssksksss264-924.png
925,234,79,266,116,with_mask,maksssksksss265,400,267,maksssksksss265.xml,maksssksksss265.png,maksssksksss265-925.png
926,338,66,368,99,with_mask,maksssksksss265,400,267,maksssksksss265.xml,maksssksksss265.png,maksssksksss265-926.png
927,119,88,149,126,with_mask,maksssksksss265,400,267,maksssksksss265.xml,maksssksksss265.png,maksssksksss265-927.png
928,146,98,166,122,with_mask,maksssksksss265,400,267,maksssksksss265.xml,maksssksksss265.png,maksssksksss265-928.png
929,77,92,100,124,with_mask,maksssksksss265,400,267,maksssksksss265.xml,maksssksksss265.png,maksssksksss265-929.png
930,2,108,31,141,with_mask,maksssksksss265,400,267,maksssksksss265.xml,maksssksksss265.png,maksssksksss265-930.png
931,74,205,180,330,with_mask,maksssksksss266,301,400,maksssksksss266.xml,maksssksksss266.png,maksssksksss266-931.png
932,161,23,185,45,with_mask,maksssksksss267,400,267,maksssksksss267.xml,maksssksksss267.png,maksssksksss267-932.png
933,225,18,247,42,with_mask,maksssksksss267,400,267,maksssksksss267.xml,maksssksksss267.png,maksssksksss267-933.png
934,197,75,216,100,with_mask,maksssksksss267,400,267,maksssksksss267.xml,maksssksksss267.png,maksssksksss267-934.png
935,272,114,295,138,with_mask,maksssksksss267,400,267,maksssksksss267.xml,maksssksksss267.png,maksssksksss267-935.png
936,73,76,148,137,with_mask,maksssksksss268,225,400,maksssksksss268.xml,maksssksksss268.png,maksssksksss268-936.png
937,187,60,225,117,without_mask,maksssksksss268,225,400,maksssksksss268.xml,maksssksksss268.png,maksssksksss268-937.png
938,48,95,77,122,without_mask,maksssksksss268,225,400,maksssksksss268.xml,maksssksksss268.png,maksssksksss268-938.png
939,10,71,33,92,with_mask,maksssksksss268,225,400,maksssksksss268.xml,maksssksksss268.png,maksssksksss268-939.png
940,78,80,229,236,with_mask,maksssksksss269,400,295,maksssksksss269.xml,maksssksksss269.png,maksssksksss269-940.png
941,266,96,374,212,with_mask,maksssksksss269,400,295,maksssksksss269.xml,maksssksksss269.png,maksssksksss269-941.png
942,163,88,251,185,with_mask,maksssksksss27,400,312,maksssksksss27.xml,maksssksksss27.png,maksssksksss27-942.png
943,69,86,103,119,with_mask,maksssksksss270,400,208,maksssksksss270.xml,maksssksksss270.png,maksssksksss270-943.png
944,171,85,208,123,with_mask,maksssksksss270,400,208,maksssksksss270.xml,maksssksksss270.png,maksssksksss270-944.png
945,250,33,287,70,with_mask,maksssksksss270,400,208,maksssksksss270.xml,maksssksksss270.png,maksssksksss270-945.png
946,105,69,126,91,without_mask,maksssksksss270,400,208,maksssksksss270.xml,maksssksksss270.png,maksssksksss270-946.png
947,214,79,228,97,without_mask,maksssksksss270,400,208,maksssksksss270.xml,maksssksksss270.png,maksssksksss270-947.png
948,354,79,364,94,without_mask,maksssksksss270,400,208,maksssksksss270.xml,maksssksksss270.png,maksssksksss270-948.png
949,89,177,212,333,with_mask,maksssksksss271,301,400,maksssksksss271.xml,maksssksksss271.png,maksssksksss271-949.png
950,48,107,218,304,mask_incorrectly_worn,maksssksksss272,275,400,maksssksksss272.xml,maksssksksss272.png,maksssksksss272-950.png
951,81,143,187,277,with_mask,maksssksksss273,301,400,maksssksksss273.xml,maksssksksss273.png,maksssksksss273-951.png
952,230,70,306,151,with_mask,maksssksksss274,400,265,maksssksksss274.xml,maksssksksss274.png,maksssksksss274-952.png
953,56,241,145,334,with_mask,maksssksksss275,335,400,maksssksksss275.xml,maksssksksss275.png,maksssksksss275-953.png
954,122,38,222,160,mask_incorrectly_worn,maksssksksss276,323,400,maksssksksss276.xml,maksssksksss276.png,maksssksksss276-954.png
955,274,112,310,153,without_mask,maksssksksss276,323,400,maksssksksss276.xml,maksssksksss276.png,maksssksksss276-955.png
956,29,47,50,61,with_mask,maksssksksss277,400,225,maksssksksss277.xml,maksssksksss277.png,maksssksksss277-956.png
957,96,39,114,54,with_mask,maksssksksss277,400,225,maksssksksss277.xml,maksssksksss277.png,maksssksksss277-957.png
958,59,61,67,70,with_mask,maksssksksss277,400,225,maksssksksss277.xml,maksssksksss277.png,maksssksksss277-958.png
959,130,51,141,62,with_mask,maksssksksss277,400,225,maksssksksss277.xml,maksssksksss277.png,maksssksksss277-959.png
960,163,45,178,63,with_mask,maksssksksss277,400,225,maksssksksss277.xml,maksssksksss277.png,maksssksksss277-960.png
961,205,49,221,68,with_mask,maksssksksss277,400,225,maksssksksss277.xml,maksssksksss277.png,maksssksksss277-961.png
962,280,50,291,69,with_mask,maksssksksss277,400,225,maksssksksss277.xml,maksssksksss277.png,maksssksksss277-962.png
963,338,47,353,64,with_mask,maksssksksss277,400,225,maksssksksss277.xml,maksssksksss277.png,maksssksksss277-963.png
964,232,74,236,79,with_mask,maksssksksss277,400,225,maksssksksss277.xml,maksssksksss277.png,maksssksksss277-964.png
965,394,79,398,84,with_mask,maksssksksss277,400,225,maksssksksss277.xml,maksssksksss277.png,maksssksksss277-965.png
966,388,80,394,86,with_mask,maksssksksss277,400,225,maksssksksss277.xml,maksssksksss277.png,maksssksksss277-966.png
967,295,75,334,115,with_mask,maksssksksss278,400,300,maksssksksss278.xml,maksssksksss278.png,maksssksksss278-967.png
968,198,91,223,116,with_mask,maksssksksss278,400,300,maksssksksss278.xml,maksssksksss278.png,maksssksksss278-968.png
969,225,65,248,90,with_mask,maksssksksss278,400,300,maksssksksss278.xml,maksssksksss278.png,maksssksksss278-969.png
970,119,85,149,115,with_mask,maksssksksss278,400,300,maksssksksss278.xml,maksssksksss278.png,maksssksksss278-970.png
971,290,80,341,135,with_mask,maksssksksss279,400,266,maksssksksss279.xml,maksssksksss279.png,maksssksksss279-971.png
972,48,237,79,266,without_mask,maksssksksss279,400,266,maksssksksss279.xml,maksssksksss279.png,maksssksksss279-972.png
973,117,248,147,266,without_mask,maksssksksss279,400,266,maksssksksss279.xml,maksssksksss279.png,maksssksksss279-973.png
974,105,23,170,96,with_mask,maksssksksss28,400,300,maksssksksss28.xml,maksssksksss28.png,maksssksksss28-974.png
975,25,54,43,72,with_mask,maksssksksss280,400,267,maksssksksss280.xml,maksssksksss280.png,maksssksksss280-975.png
976,69,25,82,38,with_mask,maksssksksss280,400,267,maksssksksss280.xml,maksssksksss280.png,maksssksksss280-976.png
977,94,68,111,84,with_mask,maksssksksss280,400,267,maksssksksss280.xml,maksssksksss280.png,maksssksksss280-977.png
978,142,18,155,30,with_mask,maksssksksss280,400,267,maksssksksss280.xml,maksssksksss280.png,maksssksksss280-978.png
979,158,31,174,48,with_mask,maksssksksss280,400,267,maksssksksss280.xml,maksssksksss280.png,maksssksksss280-979.png
980,197,84,218,107,with_mask,maksssksksss280,400,267,maksssksksss280.xml,maksssksksss280.png,maksssksksss280-980.png
981,175,15,190,30,with_mask,maksssksksss280,400,267,maksssksksss280.xml,maksssksksss280.png,maksssksksss280-981.png
982,201,18,215,32,with_mask,maksssksksss280,400,267,maksssksksss280.xml,maksssksksss280.png,maksssksksss280-982.png
983,239,62,257,81,with_mask,maksssksksss280,400,267,maksssksksss280.xml,maksssksksss280.png,maksssksksss280-983.png
984,236,49,250,63,with_mask,maksssksksss280,400,267,maksssksksss280.xml,maksssksksss280.png,maksssksksss280-984.png
985,164,17,174,25,without_mask,maksssksksss280,400,267,maksssksksss280.xml,maksssksksss280.png,maksssksksss280-985.png
986,233,22,242,33,without_mask,maksssksksss280,400,267,maksssksksss280.xml,maksssksksss280.png,maksssksksss280-986.png
987,235,7,245,16,with_mask,maksssksksss280,400,267,maksssksksss280.xml,maksssksksss280.png,maksssksksss280-987.png
988,260,31,273,42,with_mask,maksssksksss280,400,267,maksssksksss280.xml,maksssksksss280.png,maksssksksss280-988.png
989,247,2,257,12,without_mask,maksssksksss280,400,267,maksssksksss280.xml,maksssksksss280.png,maksssksksss280-989.png
990,274,15,284,27,mask_incorrectly_worn,maksssksksss280,400,267,maksssksksss280.xml,maksssksksss280.png,maksssksksss280-990.png
991,294,9,306,22,with_mask,maksssksksss280,400,267,maksssksksss280.xml,maksssksksss280.png,maksssksksss280-991.png
992,305,12,310,21,with_mask,maksssksksss280,400,267,maksssksksss280.xml,maksssksksss280.png,maksssksksss280-992.png
993,287,10,295,19,without_mask,maksssksksss280,400,267,maksssksksss280.xml,maksssksksss280.png,maksssksksss280-993.png
994,347,11,359,21,without_mask,maksssksksss280,400,267,maksssksksss280.xml,maksssksksss280.png,maksssksksss280-994.png
995,376,21,388,33,with_mask,maksssksksss280,400,267,maksssksksss280.xml,maksssksksss280.png,maksssksksss280-995.png
996,98,204,195,329,with_mask,maksssksksss281,301,400,maksssksksss281.xml,maksssksksss281.png,maksssksksss281-996.png
997,175,55,215,93,with_mask,maksssksksss282,400,267,maksssksksss282.xml,maksssksksss282.png,maksssksksss282-997.png
998,8,169,73,251,with_mask,maksssksksss282,400,267,maksssksksss282.xml,maksssksksss282.png,maksssksksss282-998.png
999,127,185,178,235,with_mask,maksssksksss282,400,267,maksssksksss282.xml,maksssksksss282.png,maksssksksss282-999.png
1000,265,185,290,226,with_mask,maksssksksss282,400,267,maksssksksss282.xml,maksssksksss282.png,maksssksksss282-1000.png
1001,320,199,366,260,with_mask,maksssksksss282,400,267,maksssksksss282.xml,maksssksksss282.png,maksssksksss282-1001.png
1002,265,159,280,177,with_mask,maksssksksss282,400,267,maksssksksss282.xml,maksssksksss282.png,maksssksksss282-1002.png
1003,325,143,342,155,with_mask,maksssksksss282,400,267,maksssksksss282.xml,maksssksksss282.png,maksssksksss282-1003.png
1004,329,169,350,193,mask_incorrectly_worn,maksssksksss282,400,267,maksssksksss282.xml,maksssksksss282.png,maksssksksss282-1004.png
1005,316,146,325,158,with_mask,maksssksksss282,400,267,maksssksksss282.xml,maksssksksss282.png,maksssksksss282-1005.png
1006,77,206,170,323,with_mask,maksssksksss283,301,400,maksssksksss283.xml,maksssksksss283.png,maksssksksss283-1006.png
1007,57,25,76,44,with_mask,maksssksksss284,400,226,maksssksksss284.xml,maksssksksss284.png,maksssksksss284-1007.png
1008,110,2,127,20,with_mask,maksssksksss284,400,226,maksssksksss284.xml,maksssksksss284.png,maksssksksss284-1008.png
1009,81,57,100,80,with_mask,maksssksksss284,400,226,maksssksksss284.xml,maksssksksss284.png,maksssksksss284-1009.png
1010,131,22,153,46,with_mask,maksssksksss284,400,226,maksssksksss284.xml,maksssksksss284.png,maksssksksss284-1010.png
1011,151,1,164,14,with_mask,maksssksksss284,400,226,maksssksksss284.xml,maksssksksss284.png,maksssksksss284-1011.png
1012,188,6,202,21,with_mask,maksssksksss284,400,226,maksssksksss284.xml,maksssksksss284.png,maksssksksss284-1012.png
1013,313,26,375,96,with_mask,maksssksksss284,400,226,maksssksksss284.xml,maksssksksss284.png,maksssksksss284-1013.png
1014,66,99,209,235,with_mask,maksssksksss285,400,267,maksssksksss285.xml,maksssksksss285.png,maksssksksss285-1014.png
1015,76,72,113,110,with_mask,maksssksksss286,400,300,maksssksksss286.xml,maksssksksss286.png,maksssksksss286-1015.png
1016,236,94,274,134,with_mask,maksssksksss286,400,300,maksssksksss286.xml,maksssksksss286.png,maksssksksss286-1016.png
1017,35,106,162,245,with_mask,maksssksksss287,400,400,maksssksksss287.xml,maksssksksss287.png,maksssksksss287-1017.png
1018,248,135,361,254,with_mask,maksssksksss287,400,400,maksssksksss287.xml,maksssksksss287.png,maksssksksss287-1018.png
1019,28,201,52,216,with_mask,maksssksksss288,400,225,maksssksksss288.xml,maksssksksss288.png,maksssksksss288-1019.png
